SERIES;PRODUCCIÓN DE TURISMOS;EXPORTACIONES DE TURISMOS;MATRICULACIONES DE TURISMOS.  TOTAL
201309;156864,0000000000000000;141811,0000000000000000;47069,0000000000000000
201310;166054,0000000000000000;145140,0000000000000000;62326,0000000000000000
201311;150757,0000000000000000;131561,0000000000000000;57237,0000000000000000
201312;98032,0000000000000000;88886,0000000000000000;62323,0000000000000000
201401;130833,0000000000000000;108196,0000000000000000;55298,0000000000000000
201402;168603,0000000000000000;145225,0000000000000000;71090,0000000000000000
201403;166605,0000000000000000;143434,0000000000000000;82068,0000000000000000
201404;163401,0000000000000000;136902,0000000000000000;82502,0000000000000000
201405;177386,0000000000000000;150933,0000000000000000;85015,0000000000000000
201406;173738,0000000000000000;150043,0000000000000000;92668,0000000000000000
201407;184712,0000000000000000;161228,0000000000000000;86884,0000000000000000
201408;38493,0000000000000000;42355,0000000000000000;48539,0000000000000000
201409;175175,0000000000000000;154748,0000000000000000;60222,0000000000000000
201410;198053,0000000000000000;170996,0000000000000000;80156,0000000000000000
201411;171390,0000000000000000;154820,0000000000000000;68559,0000000000000000
201412;123595,0000000000000000;112864,0000000000000000;77124,0000000000000000
201501;174473,0000000000000000;145356,0000000000000000;71280,0000000000000000
201502;199444,0000000000000000;164922,0000000000000000;90517,0000000000000000
201503;207231,0000000000000000;173500,0000000000000000;116336,0000000000000000
201504;180952,0000000000000000;153062,0000000000000000;86779,0000000000000000
201505;203137,0000000000000000;171172,0000000000000000;98265,0000000000000000
201506;208435,0000000000000000;172406,0000000000000000;116042,0000000000000000
201507;215025,0000000000000000;193314,0000000000000000;108646,0000000000000000
201508;47515,0000000000000000;44942,0000000000000000;60733,0000000000000000
201509;217072,0000000000000000;195931,0000000000000000;76601,0000000000000000
201510;195458,0000000000000000;170183,0000000000000000;86664,0000000000000000
201511;208339,0000000000000000;181812,0000000000000000;87521,0000000000000000
201512;145266,0000000000000000;127124,0000000000000000;94614,0000000000000000
201601;174705,0000000000000000;145582,0000000000000000;81716,0000000000000000
201602;226685,0000000000000000;191169,0000000000000000;104006,0000000000000000
201603;222326,0000000000000000;189612,0000000000000000;119302,0000000000000000
201604;223646,0000000000000000;191019,0000000000000000;107444,0000000000000000
201605;218419,0000000000000000;182450,0000000000000000;120060,0000000000000000
201606;233758,0000000000000000;200895,0000000000000000;131759,0000000000000000
201607;185883,0000000000000000;162504,0000000000000000;114862,0000000000000000
201608;84251,0000000000000000;86062,0000000000000000;69985,0000000000000000
201609;204261,0000000000000000;175885,0000000000000000;86478,0000000000000000
201610;191331,0000000000000000;180554,0000000000000000;90041,0000000000000000
201611;231098,0000000000000000;205463,0000000000000000;99985,0000000000000000
201612;111028,0000000000000000;100054,0000000000000000;104419,0000000000000000
201701;175577,0000000000000000;154287,0000000000000000;91897,0000000000000000
201702;221682,0000000000000000;193752,0000000000000000;106556,0000000000000000
201703;248571,0000000000000000;217415,0000000000000000;135459,0000000000000000
201704;162494,0000000000000000;146312,0000000000000000;109396,0000000000000000
201705;232328,0000000000000000;201568,0000000000000000;136168,0000000000000000
201706;200202,0000000000000000;171851,0000000000000000;141251,0000000000000000
201707;181887,0000000000000000;160188,0000000000000000;119773,0000000000000000
201708;55813,0000000000000000;60726,0000000000000000;80582,0000000000000000
201709;201132,0000000000000000;180050,0000000000000000;91471,0000000000000000
201710;188272,0000000000000000;169449,0000000000000000;103840,0000000000000000
201711;236190,0000000000000000;207475,0000000000000000;113812,0000000000000000
201712;139072,0000000000000000;120977,0000000000000000;111422,0000000000000000
201801;186968,0000000000000000;154157,0000000000000000;109282,0000000000000000
201802;208792,0000000000000000;171413,0000000000000000;119594,0000000000000000
201803;211595,0000000000000000;178545,0000000000000000;137820,0000000000000000
201804;213785,0000000000000000;175368,0000000000000000;125642,0000000000000000
201805;249242,0000000000000000;203509,0000000000000000;145122,0000000000000000
201806;221795,0000000000000000;191569,0000000000000000;151747,0000000000000000
201807;179869,0000000000000000;152317,0000000000000000;139406,0000000000000000
201808;80315,0000000000000000;78792,0000000000000000;114999,0000000000000000
201809;153245,0000000000000000;132974,0000000000000000;76247,0000000000000000
201810;191070,0000000000000000;163249,0000000000000000;97114,0000000000000000
201811;206278,0000000000000000;174183,0000000000000000;100130,0000000000000000
201812;112645,0000000000000000;97009,0000000000000000;106941,0000000000000000
201901;182338,0000000000000000;146622,0000000000000000;102556,0000000000000000
201902;198181,0000000000000000;163290,0000000000000000;109343,0000000000000000
201903;206744,0000000000000000;168882,0000000000000000;133405,0000000000000000
201904;179230,0000000000000000;152197,0000000000000000;130254,0000000000000000
201905;231355,0000000000000000;195746,0000000000000000;137091,0000000000000000
201906;206590,0000000000000000;171743,0000000000000000;140445,0000000000000000
201907;181872,0000000000000000;159912,0000000000000000;127485,0000000000000000
201908;96342,0000000000000000;84500,0000000000000000;82549,0000000000000000
201909;182745,0000000000000000;158945,0000000000000000;90307,0000000000000000
201910;208210,0000000000000000;176060,0000000000000000;105084,0000000000000000
201911;196411,0000000000000000;171674,0000000000000000;102905,0000000000000000
201912;139479,0000000000000000;117907,0000000000000000;114131,0000000000000000
202001;185080,0000000000000000;145276,0000000000000000;95041,0000000000000000
202002;208067,0000000000000000;176639,0000000000000000;104396,0000000000000000
202003;115354,0000000000000000;107844,0000000000000000;41826,0000000000000000
202004;4451,0000000000000000;3259,0000000000000000;4764,0000000000000000
202005;73322,0000000000000000;67518,0000000000000000;36683,0000000000000000
202006;164489,0000000000000000;142793,0000000000000000;90596,0000000000000000
202007;187952,0000000000000000;165281,0000000000000000;127844,0000000000000000
202008;63071,0000000000000000;67528,0000000000000000;74777,0000000000000000
202009;206638,0000000000000000;187269,0000000000000000;79365,0000000000000000
202010;214138,0000000000000000;189194,0000000000000000;83745,0000000000000000
202011;212336,0000000000000000;185950,0000000000000000;84472,0000000000000000
202012;156236,0000000000000000;141436,0000000000000000;115580,0000000000000000
202101;172805,0000000000000000;146797,0000000000000000;47339,0000000000000000
202102;168684,0000000000000000;144659,0000000000000000;64843,0000000000000000
202103;170891,0000000000000000;154763,0000000000000000;94013,0000000000000000
202104;147468,0000000000000000;125856,0000000000000000;85674,0000000000000000
202105;157969,0000000000000000;132856,0000000000000000;103086,0000000000000000
202106;146311,0000000000000000;127058,0000000000000000;103467,0000000000000000
202107;105838,0000000000000000;89616,0000000000000000;92171,0000000000000000
202108;52399,0000000000000000;50770,0000000000000000;54561,0000000000000000
202109;141930,0000000000000000;135302,0000000000000000;67792,0000000000000000
202110;129672,0000000000000000;111829,0000000000000000;67899,0000000000000000
